499,0,0
499,0,1
499,0,2
499,0,3
499,0,4
499,0,5
499,0,6
499,0,7
499,0,8
499,1,9
499,1,10
499,1,11
499,1,12
499,1,13
499,1,14
499,1,15
499,1,16
499,1,17
499,1,18
499,2,19
499,2,20
499,2,21
499,2,22
499,2,23
499,2,24
499,2,25
499,2,26
499,2,27
499,2,28
499,3,29
499,3,30
499,3,31
499,3,32
499,3,33
499,3,34
499,3,35
499,3,36
499,3,37
499,3,38
499,4,39
499,4,40
499,4,41
499,4,42
499,4,43
498,4,44
498,4,45
498,4,46
498,4,47
498,4,48
498,5,49
498,5,50
498,5,51
498,5,52
498,5,53
498,5,54
498,5,55
498,5,56
498,5,57
498,5,58
498,6,59
498,6,60
498,6,61
498,6,62
497,6,63
497,6,64
497,6,65
497,6,66
497,6,67
497,6,68
497,7,69
497,7,70
497,7,71
497,7,72
497,7,73
497,7,74
497,7,75
497,7,76
496,7,77
496,7,78
496,8,79
496,8,80
496,8,81
496,8,82
496,8,83
496,8,84
496,8,85
496,8,86
496,8,87
496,8,88
495,9,89
495,9,90
495,9,91
495,9,92
495,9,93
495,9,94
495,9,95
495,9,96
495,9,97
495,9,98
495,10,99
494,10,100
494,10,101
494,10,102
494,10,103
494,10,104
494,10,105
494,10,106
494,10,107
494,10,108
493,11,109
493,11,110
493,11,111
493,11,112
493,11,113
493,11,114
493,11,115
493,11,116
493,11,117
492,11,118
492,12,119
492,12,120
492,12,121
492,12,122
492,12,123
492,12,124
492,12,125
491,12,126
491,12,127
491,12,128
491,13,129
491,13,130
491,13,131
491,13,132
491,13,133
490,13,134
490,13,135
490,13,136
490,13,137
490,13,138
490,14,139
490,14,140
489,14,141
489,14,142
489,14,143
489,14,144
489,14,145
489,14,146
489,14,147
488,14,148
488,15,149
488,15,150
488,15,151
488,15,152
488,15,153
487,15,154
487,15,155
487,15,156
487,15,157
487,15,158
487,16,159
487,16,160
486,16,161
486,16,162
486,16,163
486,16,164
486,16,165
486,16,166
485,16,167
485,16,168
485,17,169
485,17,170
485,17,171
485,17,172
484,17,173
484,17,174
484,17,175
484,17,176
484,17,177
483,17,178
483,18,179
483,18,180
483,18,181
483,18,182
483,18,183
482,18,184
482,18,185
482,18,186
482,18,187
482,18,188
481,19,189
481,19,190
481,19,191
481,19,192
481,19,193
480,19,194
480,19,195
480,19,196
480,19,197
480,19,198
480,20,199
479,20,200
479,20,201
479,20,202
479,20,203
478,20,204
478,20,205
478,20,206
478,20,207
478,20,208
477,21,209
477,21,210
477,21,211
477,21,212
477,21,213
476,21,214
476,21,215
476,21,216
476,21,217
476,21,218
475,22,219
475,22,220
475,22,221
475,22,222
474,22,223
474,22,224
474,22,225
474,22,226
474,22,227
473,22,228
473,23,229
473,23,230
473,23,231
472,23,232
472,23,233
472,23,234
472,23,235
471,23,236
471,23,237
471,23,238
471,24,239
470,24,240
470,24,241
470,24,242
470,24,243
469,24,244
469,24,245
469,24,246
469,24,247
468,24,248
468,25,249
468,25,250
468,25,251
467,25,252
467,25,253
467,25,254
467,25,255
466,25,256
466,25,257
466,25,258
466,26,259
465,26,260
465,26,261
465,26,262
465,26,263
464,26,264
464,26,265
464,26,266
464,26,267
463,26,268
463,27,269
463,27,270
463,27,271
462,27,272
462,27,273
462,27,274
461,27,275
461,27,276
461,27,277
461,27,278
460,28,279
460,28,280
460,28,281
459,28,282
459,28,283
459,28,284
459,28,285
458,28,286
458,28,287
458,28,288
457,29,289
457,29,290
457,29,291
457,29,292
456,29,293
456,29,294
456,29,295
455,29,296
455,29,297
455,29,298
455,30,299
454,30,300
454,30,301
454,30,302
453,30,303
453,30,304
453,30,305
452,30,306
452,30,307
452,30,308
451,31,309
451,31,310
451,31,311
451,31,312
450,31,313
450,31,314
450,31,315
449,31,316
449,31,317
449,31,318
448,32,319
448,32,320
448,32,321
447,32,322
447,32,323
447,32,324
446,32,325
446,32,326
446,32,327
445,32,328
445,33,329
445,33,330
444,33,331
444,33,332
444,33,333
443,33,334
443,33,335
443,33,336
442,33,337
442,33,338
442,34,339
441,34,340
441,34,341
441,34,342
440,34,343
440,34,344
440,34,345
439,34,346
439,34,347
439,34,348
438,35,349
438,35,350
438,35,351
437,35,352
437,35,353
436,35,354
436,35,355
436,35,356
435,35,357
435,35,358
435,36,359
434,36,360
434,36,361
434,36,362
433,36,363
433,36,364
433,36,365
432,36,366
432,36,367
431,36,368
431,37,369
431,37,370
430,37,371
430,37,372
430,37,373
429,37,374
429,37,375
428,37,376
428,37,377
428,37,378
427,38,379
427,38,380
427,38,381
426,38,382
426,38,383
425,38,384
425,38,385
425,38,386
424,38,387
